Question,Segment Type,Segment Description,Answer,Count,Percentage
What do you think when an influencer is obviously selling a product?,Custom,your parents make? Upper-middle class (~$160K,This is lame,73,0.453
What do you think when an influencer is obviously selling a product?,Custom,your parents make? Upper-middle class (~$160K,Get that money! ,35,0.217
What do you think when an influencer is obviously selling a product?,Custom,your parents make? Upper-middle class (~$160K,Other (comment) ,9,0.056
What do you think when an influencer is obviously selling a product?,Custom,your parents make? Middle / lower-middle class (~$90K),Is this product cool?,24,0.261
What do you think when an influencer is obviously selling a product?,Custom,your parents make? Middle / lower-middle class (~$90K),This is lame,41,0.446
What do you think when an influencer is obviously selling a product?,Custom,your parents make? Middle / lower-middle class (~$90K),Get that money! ,15,0.163
What do you think when an influencer is obviously selling a product?,Custom,your parents make? Middle / lower-middle class (~$90K),Other (comment) ,12,0.13
What do you think when an influencer is obviously selling a product?,Custom,your parents make? Poor (< ~$50K) 😁,Is this product cool?,8,0.216
What do you think when an influencer is obviously selling a product?,Custom,your parents make? Poor (< ~$50K) 😁,This is lame,16,0.432
What do you think when an influencer is obviously selling a product?,Custom,your parents make? Poor (< ~$50K) 😁,Get that money! ,10,0.27
What do you think when an influencer is obviously selling a product?,Custom,your parents make? Poor (< ~$50K) 😁,Other (comment) ,3,0.081
What do you think when an influencer is obviously selling a product?,Custom,What's your major? Other,Is this product cool?,33,0.199
What do you think when an influencer is obviously selling a product?,Custom,What's your major? Other,This is lame,82,0.494
What do you think when an influencer is obviously selling a product?,Custom,What's your major? Other,Get that money! ,35,0.211
What do you think when an influencer is obviously selling a product?,Custom,What's your major? Other,Other (comment) ,16,0.096
What do you think when an influencer is obviously selling a product?,Custom,What's your major? Languages,Is this product cool?,0,0.0
What do you think when an influencer is obviously selling a product?,Custom,What's your major? Languages,This is lame,11,0.846
What do you think when an influencer is obviously selling a product?,Custom,What's your major? Languages,Get that money! ,2,0.154
What do you think when an influencer is obviously selling a product?,Custom,What's your major? Languages,Other (comment) ,0,0.0
What do you think when an influencer is obviously selling a product?,Custom,What's your major? Visual/performing arts,Is this product cool?,0,0.0
What do you think when an influencer is obviously selling a product?,Custom,What's your major? Visual/performing arts,This is lame,2,0.4
What do you think when an influencer is obviously selling a product?,Custom,What's your major? Visual/performing arts,Get that money! ,1,0.2
What do you think when an influencer is obviously selling a product?,Custom,What's your major? Visual/performing arts,Other (comment) ,2,0.4
What do you think when an influencer is obviously selling a product?,Custom,What's your major? History,Is this product cool?,2,0.167
What do you think when an influencer is obviously selling a product?,Custom,What's your major? History,This is lame,5,0.417
What do you think when an influencer is obviously selling a product?,Custom,What's your major? History,Get that money! ,3,0.25
What do you think when an influencer is obviously selling a product?,Custom,What's your major? History,Other (comment) ,2,0.167
What do you think when an influencer is obviously selling a product?,Custom,What's your major? Comm / marketing,Is this product cool?,18,0.286
What do you think when an influencer is obviously selling a product?,Custom,What's your major? Comm / marketing,This is lame,28,0.444
What do you think when an influencer is obviously selling a product?,Custom,What's your major? Comm / marketing,Get that money! ,12,0.19
What do you think when an influencer is obviously selling a product?,Custom,What's your major? Comm / marketing,Other (comment) ,5,0.079
What do you think when an influencer is obviously selling a product?,Custom,What's your major? Political science / philosophy,Is this product cool?,12,0.14
What do you think when an influencer is obviously selling a product?,Custom,What's your major? Political science / philosophy,This is lame,34,0.395
What do you think when an influencer is obviously selling a product?,Custom,What's your major? Political science / philosophy,Get that money! ,35,0.407
What do you think when an influencer is obviously selling a product?,Custom,What's your major? Political science / philosophy,Other (comment) ,5,0.058
What do you think when an influencer is obviously selling a product?,Custom,are you pursuing? Undecided,Is this product cool?,50,0.251
What do you think when an influencer is obviously selling a product?,Custom,are you pursuing? Undecided,This is lame,81,0.407
What do you think when an influencer is obviously selling a product?,Custom,are you pursuing? Undecided,Get that money! ,51,0.256
What do you think when an influencer is obviously selling a product?,Custom,are you pursuing? Undecided,Other (comment) ,17,0.085
What do you think when an influencer is obviously selling a product?,Custom,are you pursuing? Humanities,Is this product cool?,74,0.198
What do you think when an influencer is obviously selling a product?,Custom,are you pursuing? Humanities,This is lame,178,0.477
